Dt,Group 1 production,Group 1 installed capacity,Group 2 production,Group 2 installed capacity,Group 3 production,Group 3 installed capacity,Group 4 production,Group 4 installed capacity,Temperature,Load,Wind,Solar,Prices
05/21/2019 19:00,16.565,31.791,10.825,32.404,12.944,32.74,6.58,29.492,14.1,10108,587,324,44.87
05/21/2019 20:00,15.292,31.791,10.276,32.404,11.941,32.74,5.784,29.492,12.7,9921,483,103,44.11
05/21/2019 21:00,15.429,31.791,10.469,32.404,11.836,32.74,5.817,29.492,11.1,9856,398,11,44.29
05/21/2019 22:00,17.693,31.791,10.425,32.404,11.979,32.74,5.803,29.492,9.7,9668,333,0,37.75
05/21/2019 23:00,17.652,31.791,10.086,32.404,12.151,32.74,1.114,29.492,8.8,8802,287,0,32.66
05/22/2019 00:00,17.678,31.791,10.092,32.404,12.145,32.74,1.018,29.492,8.5,8300,211,0,32.5
05/22/2019 01:00,16.547,31.791,9.962,32.404,11.468,32.74,0.986,29.492,8.3,7908,193,0,29.66
05/22/2019 02:00,15.734,31.791,9.969,32.404,11.298,32.74,0.986,29.492,9.4,7813,190,0,29
05/22/2019 03:00,17.485,31.791,9.833,32.404,9.674,32.74,0.941,29.492,9.2,7820,199,0,29.61
05/22/2019 04:00,16.763,31.791,9.9,32.404,9.719,32.74,0.926,29.492,8.5,8063,204,0,33.09
05/22/2019 05:00,12.619,31.791,10.254,32.404,7.321,32.74,3.839,29.492,8,8698,203,2,37.6
05/22/2019 06:00,15.027,31.791,12.445,32.404,17.223,32.74,17.956,29.492,9,9786,195,74,46.6
05/22/2019 07:00,16.179,31.791,12.744,32.404,18.013,32.74,20.093,29.492,10.1,10514,191,261,50.35
05/22/2019 08:00,15.64,31.791,12.535,32.404,17.729,32.74,20.039,29.492,11.2,10749,196,655,48.37
05/22/2019 09:00,16.438,31.791,12.216,32.404,16.737,32.74,19.676,29.492,13,10847,195,1163,45.77
05/22/2019 10:00,16.604,31.791,12.085,32.404,15.169,32.74,18.292,29.492,14.5,10755,192,1637,42.41
05/22/2019 11:00,15.871,31.791,12.256,32.404,16.297,32.74,20.059,29.492,16.7,10793,194,2015,40.99
05/22/2019 12:00,15.467,31.791,12.282,32.404,16.414,32.74,20.046,29.492,17.5,10672,212,2217,38.65
05/22/2019 13:00,15.612,31.791,12.278,32.404,17.647,32.74,19.158,29.492,18,10500,234,2255,36.99
05/22/2019 14:00,15.124,31.791,12.06,32.404,18.457,32.74,18.006,29.492,19.1,10267,250,2157,36.02
05/22/2019 15:00,13.938,31.791,12.074,32.404,18.462,32.74,16.724,29.492,17.7,10159,246,1961,35.71
05/22/2019 16:00,13.758,31.791,11.819,32.404,18.443,32.74,17.112,29.492,18.3,10257,225,1683,39
05/22/2019 17:00,14.33,31.791,11.725,32.404,17.956,32.74,16.508,29.492,17.3,10288,199,1307,42.85
05/22/2019 18:00,14.378,31.791,11.809,32.404,17.764,32.74,18.717,29.492,17.1,10146,174,837,47.47
05/22/2019 19:00,14.299,31.791,11.356,32.404,13.411,32.74,8.722,29.492,16.2,9887,158,384,48.99
05/22/2019 20:00,11.51,31.791,10.667,32.404,11.824,32.74,5.777,29.492,15.5,9699,155,129,48.14
05/22/2019 21:00,11.31,31.791,10.654,32.404,11.831,32.74,5.776,29.492,14.4,9590,168,13,48.45
05/22/2019 22:00,11.512,31.791,10.685,32.404,10.95,32.74,5.724,29.492,12.3,9442,192,0,41.16
05/22/2019 23:00,11.425,31.791,10.286,32.404,8.725,32.74,5.588,29.492,11.8,8700,227,0,35.8
05/23/2019 00:00,12.01,31.791,9.751,32.404,7.359,32.74,5.442,29.492,11.4,8225,299,0,33.32
05/23/2019 01:00,11.556,31.791,9.785,32.404,7.381,32.74,5.472,29.492,10.2,7896,378,0,32.37
05/23/2019 02:00,9.195,31.791,9.806,32.404,7.394,32.74,5.486,29.492,9.4,7760,421,0,30.53
05/23/2019 03:00,9.662,31.791,9.903,32.404,7.397,32.74,5.49,29.492,8.8,7797,426,0,28.7
05/23/2019 04:00,9.652,31.791,9.951,32.404,7.406,32.74,5.502,29.492,9.5,8016,427,0,31.89
05/23/2019 05:00,8.967,31.791,10.468,32.404,7.549,32.74,9.573,29.492,8.9,8684,429,3,37.65
05/23/2019 06:00,12.959,31.791,11.978,32.404,15.829,32.74,16.556,29.492,10.8,9675,429,80,46.77
05/23/2019 07:00,14.707,31.791,12.282,32.404,17.024,32.74,17.553,29.492,12.8,10242,409,271,47.06
05/23/2019 08:00,13.923,31.791,12.222,32.404,17.712,32.74,18.677,29.492,16.1,10416,356,732,40.86
05/23/2019 09:00,13.865,31.791,12.246,32.404,16.589,32.74,19.426,29.492,17.4,10403,292,1277,35.85
05/23/2019 10:00,13.978,31.791,11.806,32.404,16.25,32.74,19.522,29.492,18,10426,246,1717,35.6
05/23/2019 11:00,13.598,31.791,11.639,32.404,15.447,32.74,19.725,29.492,19.2,10403,216,2024,35.56
05/23/2019 12:00,13.561,31.791,11.562,32.404,13.629,32.74,19.698,29.492,19.6,10361,201,2167,35.74
05/23/2019 13:00,13.564,31.791,11.604,32.404,14.393,32.74,19.675,29.492,19.7,10192,191,2132,35.55
05/23/2019 14:00,13.545,31.791,11.551,32.404,14.255,32.74,19.046,29.492,20.2,10031,178,1957,36.76
05/23/2019 15:00,13.426,31.791,11.31,32.404,14.351,32.74,19.924,29.492,20.3,10058,165,1700,37.57
05/23/2019 16:00,13.348,31.791,11.248,32.404,16.059,32.74,19.935,29.492,20.8,10209,150,1399,43.04
05/23/2019 17:00,13.359,31.791,11.32,32.404,16.048,32.74,19.996,29.492,21.7,10325,130,1043,48.55
05/23/2019 18:00,13.357,31.791,11.284,32.404,16.265,32.74,19.992,29.492,20.4,10282,115,674,52.38
05/23/2019 19:00,14.661,31.791,11.809,32.404,15.378,32.74,13.5,29.492,20,9946,107,359,51.91
05/23/2019 20:00,12.85,31.791,13.017,32.404,12.484,32.74,6.719,29.492,19.4,9703,116,137,50.37
05/23/2019 21:00,12.39,31.791,12.919,32.404,12.276,32.74,5.796,29.492,17.5,9623,145,12,49.41
05/23/2019 22:00,12.473,31.791,12.854,32.404,12.196,32.74,5.711,29.492,16.3,9533,197,0,45.27
05/23/2019 23:00,11.278,31.791,11.901,32.404,6.573,32.74,0.846,29.492,15.8,8783,266,0,39.9
05/24/2019 00:00,8.946,31.791,12.152,32.404,6.092,32.74,0.675,29.492,14.6,8280,472,0,35.24
05/24/2019 01:00,11.194,31.791,12.675,32.404,6.227,32.74,0.754,29.492,13.5,7988,509,0,34.38
05/24/2019 02:00,12.771,31.791,12.82,32.404,7.386,32.74,0.775,29.492,12.7,7793,540,0,32.95
05/24/2019 03:00,11.909,31.791,12.688,32.404,7.386,32.74,0.746,29.492,11.9,7855,523,0,28.82
05/24/2019 04:00,10.734,31.791,12.494,32.404,7.307,32.74,0.673,29.492,11.7,8092,450,0,31.61
05/24/2019 05:00,13.233,31.791,13.302,32.404,7.167,32.74,1.391,29.492,11.3,8754,374,3,40
05/24/2019 06:00,13.642,31.791,14.598,32.404,13.092,32.74,16.001,29.492,11.7,9796,311,89,48.03
05/24/2019 07:00,15.869,31.791,14.99,32.404,16.926,32.74,18.068,29.492,14.8,10412,265,292,50.95
05/24/2019 08:00,16,31.791,14.901,32.404,17.611,32.74,18.048,29.492,16.2,10790,236,650,45.94
05/24/2019 09:00,15.518,31.791,14.966,32.404,15.443,32.74,18.035,29.492,18,10868,231,1101,43.78
05/24/2019 10:00,14.774,31.791,14.183,32.404,15.91,32.74,18.038,29.492,18.7,10924,212,1550,39.54
05/24/2019 11:00,15,31.791,14.723,32.404,16.133,32.74,18.133,29.492,20.2,10893,188,1936,37.48
05/24/2019 12:00,14.996,31.791,14.598,32.404,15.846,32.74,18.021,29.492,21.1,10787,170,2184,35.85
05/24/2019 13:00,14.759,31.791,14.544,32.404,16.369,32.74,16.789,29.492,21.5,10640,165,2250,35.35
05/24/2019 14:00,14.734,31.791,14.826,32.404,17.11,32.74,18.302,29.492,21.3,10402,176,2186,35
05/24/2019 15:00,17.23,31.791,14.899,32.404,16.999,32.74,18.588,29.492,21.3,10269,203,1996,35.08
05/24/2019 16:00,17.29,31.791,15.049,32.404,16.297,32.74,19.232,29.492,20.9,10262,247,1697,36.64
05/24/2019 17:00,17.107,31.791,14.662,32.404,12.827,32.74,19.968,29.492,20.3,10253,282,1314,41.64
05/24/2019 18:00,17.344,31.791,14.238,32.404,11.722,32.74,18.217,29.492,19.1,10119,307,837,44.88
05/24/2019 19:00,13.898,31.791,14.426,32.404,7.478,32.74,13.278,29.492,17.3,9829,330,375,42.8
05/24/2019 20:00,11.919,31.791,14.441,32.404,12.238,32.74,9.785,29.492,16.1,9598,317,126,41.71
05/24/2019 21:00,10.582,31.791,13.937,32.404,11.103,32.74,5.773,29.492,14.6,9582,272,15,45.06
05/24/2019 22:00,11.034,31.791,13.335,32.404,8.494,32.74,0.875,29.492,13.1,9502,229,0,41.89
05/24/2019 23:00,10.661,31.791,12.96,32.404,7.625,32.74,0.772,29.492,12,8653,195,0,41.97
05/25/2019 00:00,9.917,31.791,12.829,32.404,7.357,32.74,0.721,29.492,10.6,8169,160,0,37.15
05/25/2019 01:00,10.081,31.791,12.863,32.404,7.357,32.74,0.723,29.492,10.2,7750,142,0,35.07
05/25/2019 02:00,11.248,31.791,12.7,32.404,7.362,32.74,0.728,29.492,9.2,7599,128,0,34.03
05/25/2019 03:00,12.514,31.791,12.566,32.404,7.341,32.74,0.697,29.492,9.3,7508,116,0,33.84
05/25/2019 04:00,13.356,31.791,12.858,32.404,7.119,32.74,0.763,29.492,8.7,7565,108,0,33.09
05/25/2019 05:00,15.28,31.791,13.301,32.404,7.125,32.74,1.368,29.492,7.7,7501,100,3,34.05
05/25/2019 06:00,15.607,31.791,14.326,32.404,11.105,32.74,16.946,29.492,9.8,7900,91,82,35.11
05/25/2019 07:00,18.197,31.791,15,32.404,15.703,32.74,17.457,29.492,11.7,8457,85,274,37.7
05/25/2019 08:00,18.363,31.791,15.147,32.404,16.27,32.74,19.212,29.492,12.8,8970,78,541,37.56
05/25/2019 09:00,18.37,31.791,15.578,32.404,16.411,32.74,20.116,29.492,12.6,9209,69,797,36.32
05/25/2019 10:00,19.584,31.791,15.993,32.404,16.926,32.74,19.77,29.492,11.8,9246,66,1014,35.2
05/25/2019 11:00,19.693,31.791,15.977,32.404,17.029,32.74,18.835,29.492,12.2,9225,66,1183,34.24
05/25/2019 12:00,19.331,31.791,15.561,32.404,16.253,32.74,17.458,29.492,13.2,8989,70,1278,33.01
05/25/2019 13:00,18.023,31.791,14.858,32.404,13.188,32.74,17.29,29.492,14.7,8763,79,1337,31.42
05/25/2019 14:00,15.875,31.791,14.641,32.404,12.908,32.74,17.267,29.492,16.7,8650,89,1361,31.35
05/25/2019 15:00,15.756,31.791,14.838,32.404,12.96,32.74,19.012,29.492,17.5,8595,96,1355,32.08
05/25/2019 16:00,17.128,31.791,14.99,32.404,12.993,32.74,18.521,29.492,16.5,8549,108,1273,34.19
05/25/2019 17:00,17.386,31.791,14.657,32.404,12.973,32.74,17.349,29.492,17.5,8806,116,1070,37.48
05/25/2019 18:00,17.231,31.791,14.082,32.404,10.349,32.74,17.193,29.492,15.9,8817,122,752,41.12
05/25/2019 19:00,15.376,31.791,13.822,32.404,8.799,32.74,6.166,29.492,15.7,8782,127,377,44.47
05/25/2019 20:00,12.628,31.791,13.792,32.404,10.379,32.74,1.111,29.492,15.9,8728,127,138,44.71
05/25/2019 21:00,11.392,31.791,13.377,32.404,9.957,32.74,0.912,29.492,13.9,8846,125,16,44.47
05/25/2019 22:00,12.393,31.791,13.74,32.404,10.498,32.74,0.991,29.492,13.2,8764,128,0,40.58
05/25/2019 23:00,11.734,31.791,12.74,32.404,8.191,32.74,0.781,29.492,12.1,8232,148,0,36.4
05/26/2019 00:00,11.232,31.791,11.695,32.404,6.96,32.74,0.667,29.492,9.8,7808,272,0,33.04
05/26/2019 01:00,11.174,31.791,11.64,32.404,6.935,32.74,0.637,29.492,9.7,7490,407,0,28.54
05/26/2019 02:00,11.49,31.791,11.617,32.404,6.927,32.74,0.625,29.492,9,7317,574,0,19.05
05/26/2019 03:00,13.052,31.791,11.617,32.404,6.925,32.74,0.623,29.492,9.7,7216,701,0,22.53
05/26/2019 04:00,14.032,31.791,11.601,32.404,6.911,32.74,0.604,29.492,10.2,7220,794,0,15.21
05/26/2019 05:00,15.221,31.791,12.01,32.404,7.015,32.74,1.078,29.492,10.5,7196,875,3,14.63
05/26/2019 06:00,17.607,31.791,12.85,32.404,10.802,32.74,13.249,29.492,10.9,7473,896,84,18.65
05/26/2019 07:00,17.891,31.791,13.018,32.404,10.98,32.74,17.045,29.492,12.2,7818,876,272,24.58
05/26/2019 08:00,17.847,31.791,13.136,32.404,10.975,32.74,17.075,29.492,13.4,8254,868,568,19.58
05/26/2019 09:00,17.173,31.791,13.122,32.404,12.035,32.74,16.986,29.492,14.2,8723,916,904,18.69
05/26/2019 10:00,15.97,31.791,12.989,32.404,12.572,32.74,16.648,29.492,16.2,8872,1034,1237,22.8
05/26/2019 11:00,14.407,31.791,12.708,32.404,9.541,32.74,15.865,29.492,17.5,9088,1224,1496,20.03
05/26/2019 12:00,14.352,31.791,12.478,32.404,9.395,32.74,15.656,29.492,18.9,8918,1474,1614,7.35
05/26/2019 13:00,13.262,31.791,12.121,32.404,9.176,32.74,14.004,29.492,20.1,8465,1721,1540,-3.73
05/26/2019 14:00,11.719,31.791,12.5,32.404,8.672,32.74,13.601,29.492,19.1,8253,1917,1371,-2.53
05/26/2019 15:00,12.268,31.791,13.085,32.404,8.683,32.74,13.606,29.492,19.3,8150,2019,1140,4.67
05/26/2019 16:00,12.63,31.791,12.804,32.404,9.796,32.74,13.603,29.492,18.7,8278,2046,922,16.33
05/26/2019 17:00,12.702,31.791,12.98,32.404,9.867,32.74,12.993,29.492,18.4,8552,2045,691,33.01
05/26/2019 18:00,12.775,31.791,13.13,32.404,9.823,32.74,12.283,29.492,17.6,8784,2025,460,36.63
05/26/2019 19:00,13.314,31.791,13.029,32.404,6.608,32.74,1.29,29.492,16.3,8862,2000,259,37.16
05/26/2019 20:00,10.974,31.791,13.076,32.404,6.242,32.74,0.836,29.492,15.9,8785,1983,99,36.59
05/26/2019 21:00,9.889,31.791,13.243,32.404,8.898,32.74,0.885,29.492,16,8879,1953,10,36.37
05/26/2019 22:00,13.745,31.791,13.422,32.404,10.823,32.74,0.915,29.492,15.4,8758,1890,0,32.45
05/26/2019 23:00,12.472,31.791,12.74,32.404,7.337,32.74,0.739,29.492,13.5,8079,1733,0,23.47
05/27/2019 00:00,12.926,31.791,13.037,32.404,11.019,32.74,0.816,29.492,13.4,7695,1277,0,17.67
05/27/2019 01:00,14.857,31.791,13.171,32.404,12.107,32.74,0.845,29.492,13.4,7382,1053,0,16.75
05/27/2019 02:00,15.442,31.791,13.085,32.404,12.451,32.74,0.83,29.492,13.4,7301,918,0,14.82
05/27/2019 03:00,16.726,31.791,13.006,32.404,9.932,32.74,0.798,29.492,13.4,7343,793,0,19.87
05/27/2019 04:00,17.748,31.791,13.222,32.404,8.851,32.74,3.814,29.492,12.8,7640,664,0,28.76
05/27/2019 05:00,19.126,31.791,13.937,32.404,11.052,32.74,5.504,29.492,12.2,8393,535,3,31.4
05/27/2019 06:00,19.517,31.791,15.291,32.404,17.002,32.74,17.659,29.492,12.5,9589,426,73,44.6
05/27/2019 07:00,18.608,31.791,15.412,32.404,16.93,32.74,17.861,29.492,13.8,10237,372,238,43.35
05/27/2019 08:00,17.404,31.791,15.177,32.404,16.79,32.74,17.349,29.492,14.1,10647,363,550,42.37
05/27/2019 09:00,17.387,31.791,15.138,32.404,15.955,32.74,17.342,29.492,14.7,10648,361,949,39.74
05/27/2019 10:00,18.068,31.791,15.187,32.404,16.5,32.74,18.27,29.492,15.8,10747,373,1331,39.27
05/27/2019 11:00,18.527,31.791,15.446,32.404,16.997,32.74,19.2,29.492,16.6,10550,416,1637,38.03
05/27/2019 12:00,18.385,31.791,15.078,32.404,16.634,32.74,17.427,29.492,17.5,10622,478,1836,38
05/27/2019 13:00,18.357,31.791,14.911,32.404,16.642,32.74,18.736,29.492,17.2,10533,545,1832,36.43
05/27/2019 14:00,18.443,31.791,15.099,32.404,14.143,32.74,17.485,29.492,17.4,10450,623,1701,35.89
05/27/2019 15:00,16.115,31.791,14.915,32.404,14.073,32.74,19.854,29.492,18.3,10291,750,1503,35.46
05/27/2019 16:00,15.215,31.791,14.575,32.404,16.303,32.74,18.529,29.492,18,10284,927,1248,31.11
05/27/2019 17:00,14.072,31.791,14.802,32.404,14.604,32.74,16.797,29.492,17.3,10510,1053,950,36.33
05/27/2019 18:00,13.98,31.791,14.476,32.404,13.066,32.74,10.601,29.492,17.2,10321,1125,639,38.36
05/27/2019 19:00,11.555,31.791,14.025,32.404,10.661,32.74,6.029,29.492,16.5,9921,1079,360,36.39
05/27/2019 20:00,8.676,31.791,13.868,32.404,10.861,32.74,1.11,29.492,14.9,9580,936,142,35.09
05/27/2019 21:00,7.309,31.791,13.179,32.404,8.431,32.74,0.88,29.492,14.2,9533,811,16,39.69
05/27/2019 22:00,10.368,31.791,13.688,32.404,10.192,32.74,1.032,29.492,15,9358,697,0,38.64
05/27/2019 23:00,10.892,31.791,13.408,32.404,9.007,32.74,0.948,29.492,13.4,8529,625,0,34.07
05/28/2019 00:00,10.356,31.791,13.053,32.404,9.086,32.74,0.861,29.492,12.6,8079,512,0,31.6
05/28/2019 01:00,7.851,31.791,12.395,32.404,7.193,32.74,0.708,29.492,12.1,7776,464,0,30.78
05/28/2019 02:00,6.947,31.791,12.224,32.404,7.026,32.74,0.684,29.492,11.9,7709,511,0,31.26
05/28/2019 03:00,8.205,31.791,12.271,32.404,7.038,32.74,0.695,29.492,11.7,7710,492,0,27.68
05/28/2019 04:00,9.08,31.791,12.675,32.404,7.946,32.74,0.792,29.492,11.8,7964,438,0,30.38
05/28/2019 05:00,9.279,31.791,13.302,32.404,9.473,32.74,1.575,29.492,11.3,8557,436,3,34.7
05/28/2019 06:00,11.884,31.791,14.764,32.404,17.108,32.74,17.463,29.492,11.7,9562,437,76,40.73
05/28/2019 07:00,12.282,31.791,15.08,32.404,17.558,32.74,18.47,29.492,11.7,10234,436,249,44.73
05/28/2019 08:00,13.331,31.791,15.352,32.404,17.842,32.74,18.135,29.492,9.3,10517,405,488,47.75
05/28/2019 09:00,13.276,31.791,15.183,32.404,16.179,32.74,18.66,29.492,8.4,10568,367,728,45.96
05/28/2019 10:00,12.31,31.791,15.079,32.404,15.634,32.74,17.381,29.492,9.5,10450,340,967,46.62
05/28/2019 11:00,13.041,31.791,15.05,32.404,15.647,32.74,17.397,29.492,10.9,10267,335,1194,44.95
05/28/2019 12:00,12.55,31.791,15.366,32.404,15.937,32.74,18.327,29.492,11.8,10167,366,1359,41.39
05/28/2019 13:00,14.381,31.791,15.604,32.404,16.624,32.74,19.575,29.492,14.5,10121,412,1441,37.5
05/28/2019 14:00,15.064,31.791,15.703,32.404,17.922,32.74,19.973,29.492,11.6,10018,479,1493,35.9
05/28/2019 15:00,14.815,31.791,15.552,32.404,17.756,32.74,17.467,29.492,12.7,9932,558,1453,34
05/28/2019 16:00,17.326,31.791,15.666,32.404,17.864,32.74,19.025,29.492,14,10079,641,1299,35.93
05/28/2019 17:00,19.623,31.791,15.96,32.404,18.313,32.74,18.54,29.492,13.1,10280,706,1041,37.44
05/28/2019 18:00,19.6,31.791,15.702,32.404,18.278,32.74,11.85,29.492,13.4,10188,721,716,42.31
05/28/2019 19:00,19.217,31.791,14.974,32.404,9.833,32.74,6.236,29.492,11.1,9921,710,374,36.06
05/28/2019 20:00,17.295,31.791,14.502,32.404,8.333,32.74,1.191,29.492,11.2,9711,679,144,35.27
05/28/2019 21:00,15.651,31.791,14.112,32.404,8.955,32.74,0.985,29.492,11.1,9666,627,18,38.77
05/28/2019 22:00,15.745,31.791,13.983,32.404,7.299,32.74,0.958,29.492,10.4,9502,567,0,34.07
05/28/2019 23:00,15.678,31.791,13.716,32.404,8.843,32.74,0.895,29.492,9.8,8851,497,0,34.4
05/29/2019 00:00,15.649,31.791,13.49,32.404,8.868,32.74,0.821,29.492,8.9,8401,238,0,33.07
05/29/2019 01:00,15.535,31.791,13.268,32.404,7.097,32.74,0.766,29.492,7.5,7994,201,0,30.57
05/29/2019 02:00,14.054,31.791,13.301,32.404,7.096,32.74,0.76,29.492,7.5,7972,170,0,29.37
05/29/2019 03:00,13.656,31.791,13.39,32.404,7.109,32.74,0.779,29.492,6.9,7912,145,0,31
05/29/2019 04:00,13.731,31.791,13.637,32.404,7.151,32.74,0.834,29.492,5.7,8149,127,0,31.62
05/29/2019 05:00,16.873,31.791,14.287,32.404,10.439,32.74,1.653,29.492,6,8721,115,5,37.36
05/29/2019 06:00,18.637,31.791,15.417,32.404,17.519,32.74,12.947,29.492,7,9795,111,90,43.81
05/29/2019 07:00,18.762,31.791,15.946,32.404,18.04,32.74,16.626,29.492,9.3,10483,110,281,47.97
05/29/2019 08:00,18.661,31.791,15.871,32.404,17.655,32.74,18.134,29.492,10.9,10761,112,753,46.54
05/29/2019 09:00,18.802,31.791,16.262,32.404,15.918,32.74,19.207,29.492,13.2,10754,116,1325,41.5
05/29/2019 10:00,19.932,31.791,18.212,32.404,16.554,32.74,17.531,29.492,14.5,10781,113,1794,40.68
05/29/2019 11:00,20.806,31.791,18.571,32.404,18.318,32.74,18.404,29.492,15.2,10745,107,2109,40.89
05/29/2019 12:00,19.845,31.791,17.925,32.404,16.674,32.74,16.128,29.492,15.5,10584,104,2254,39.9
05/29/2019 13:00,19.456,31.791,17.666,32.404,15.797,32.74,17.429,29.492,17,10425,112,2231,39.92
05/29/2019 14:00,20.431,31.791,17.987,32.404,16.397,32.74,20.081,29.492,16.9,10285,136,2084,38.29
05/29/2019 15:00,19.507,31.791,17.694,32.404,15.922,32.74,17.456,29.492,17.9,10262,206,1814,35.89
05/29/2019 16:00,19.414,31.791,17.602,32.404,17.576,32.74,17.425,29.492,17.4,10304,315,1503,42.77
05/29/2019 17:00,19.372,31.791,17.468,32.404,17.556,32.74,17.394,29.492,18.8,10390,450,1144,44.5
05/29/2019 18:00,19.484,31.791,17.565,32.404,17.681,32.74,19.362,29.492,19,10258,669,746,47.5
05/29/2019 19:00,16.884,31.791,17.018,32.404,14.651,32.74,7.099,29.492,16.7,9982,906,374,43.88
05/29/2019 20:00,12.538,31.791,16.376,32.404,12.342,32.74,1.086,29.492,16.6,9737,1012,144,42.11
05/29/2019 21:00,11.276,31.791,16.014,32.404,12.307,32.74,0.935,29.492,15.5,9750,1030,18,40.77
05/29/2019 22:00,11.073,31.791,15.47,32.404,10.493,32.74,0.847,29.492,14.5,9555,1058,0,34.55
05/29/2019 23:00,10.868,31.791,15.125,32.404,7.678,32.74,0.802,29.492,14.2,8660,1148,0,32.1
05/30/2019 00:00,14.095,31.791,15.774,32.404,10.747,32.74,1.485,29.492,14.6,8172,1474,0,28.69
05/30/2019 01:00,15.563,31.791,16.337,32.404,13.833,32.74,7.101,29.492,14.6,7610,1653,0,25.41
05/30/2019 02:00,16.281,31.791,15.691,32.404,11.654,32.74,3.156,29.492,14.2,7498,1776,0,16.43
05/30/2019 03:00,14.215,31.791,14.883,32.404,9.861,32.74,0.708,29.492,13.4,7277,1823,0,10.76
05/30/2019 04:00,15.328,31.791,15.629,32.404,11.762,32.74,0.89,29.492,12.6,7129,1800,0,10
05/30/2019 05:00,16.618,31.791,15.802,32.404,14.565,32.74,1.709,29.492,12.7,7024,1743,1,10.79
05/30/2019 06:00,19.052,31.791,16.948,32.404,16.566,32.74,17.99,29.492,13.3,7287,1669,30,12.26
05/30/2019 07:00,19.421,31.791,17.266,32.404,16.624,32.74,17.84,29.492,13.8,7730,1602,102,14.61
05/30/2019 08:00,19.466,31.791,17.438,32.404,16.686,32.74,19.514,29.492,14.3,8130,1548,190,12.87
05/30/2019 09:00,19.407,31.791,17.378,32.404,16.693,32.74,18.087,29.492,14.8,8460,1490,287,13.51
05/30/2019 10:00,19.172,31.791,16.874,32.404,16.058,32.74,17.283,29.492,15.2,8618,1433,431,14.74
05/30/2019 11:00,18.966,31.791,16.286,32.404,15.949,32.74,15.818,29.492,17.2,8805,1407,581,18
05/30/2019 12:00,18.913,31.791,16.133,32.404,14.662,32.74,15.786,29.492,18.3,8612,1420,725,14.39
05/30/2019 13:00,18.949,31.791,16.267,32.404,15.364,32.74,16.702,29.492,18.1,8364,1450,860,7.43
05/30/2019 14:00,18.987,31.791,16.424,32.404,15.841,32.74,17.705,29.492,19.2,8295,1493,964,8.71
05/30/2019 15:00,18.812,31.791,16.227,32.404,14.617,32.74,15.836,29.492,20,8156,1548,998,12.77
05/30/2019 16:00,18.768,31.791,16.421,32.404,15.115,32.74,15.907,29.492,19.8,8282,1608,934,20.92
05/30/2019 17:00,18.78,31.791,16.484,32.404,16.301,32.74,16.781,29.492,19.8,8479,1633,799,25.5
05/30/2019 18:00,19.591,31.791,16.788,32.404,16.779,32.74,18.014,29.492,20.5,8621,1623,585,33.78
05/30/2019 19:00,19.832,31.791,16.121,32.404,14.647,32.74,4.91,29.492,19.5,8611,1593,340,34.57
05/30/2019 20:00,16.937,31.791,15.888,32.404,12.913,32.74,1.134,29.492,19.1,8556,1554,141,35.5
05/30/2019 21:00,15.93,31.791,16.028,32.404,13.491,32.74,1.085,29.492,18.4,8623,1536,17,40.34
05/30/2019 22:00,15.927,31.791,15.835,32.404,11.345,32.74,1.023,29.492,17.4,8465,1521,0,36.69
05/30/2019 23:00,14.988,31.791,14.913,32.404,8.28,32.74,0.787,29.492,17,7869,1480,0,32.02
05/31/2019 00:00,12.357,31.791,14.326,32.404,6.932,32.74,0.643,29.492,16.8,7590,1482,0,29.49
05/31/2019 01:00,12.05,31.791,14.285,32.404,6.928,32.74,0.624,29.492,16,7338,1377,0,27.44
05/31/2019 02:00,12.096,31.791,14.323,32.404,6.923,32.74,0.625,29.492,15.6,7253,1276,0,25.8
05/31/2019 03:00,12.148,31.791,14.392,32.404,6.938,32.74,0.628,29.492,14,7253,1177,0,26.83
05/31/2019 04:00,13.945,31.791,14.542,32.404,7.009,32.74,0.668,29.492,12.9,7389,1069,0,29.07
05/31/2019 05:00,14.351,31.791,15.167,32.404,7.151,32.74,1.023,29.492,12.5,7730,951,5,35
05/31/2019 06:00,16.962,31.791,16.766,32.404,17.287,32.74,14.334,29.492,13.4,8510,842,84,41.05
05/31/2019 07:00,17.949,31.791,16.821,32.404,17.59,32.74,16.968,29.492,14.7,9089,734,255,41.49
05/31/2019 08:00,19.105,31.791,16.603,32.404,17.445,32.74,15.914,29.492,15.3,9492,656,534,39.78
05/31/2019 09:00,18.653,31.791,16.293,32.404,13.817,32.74,16.411,29.492,17,9696,629,852,37
05/31/2019 10:00,16.414,31.791,16.064,32.404,13.136,32.74,17.148,29.492,17.4,9865,614,1206,35.63
05/31/2019 11:00,17.962,31.791,16.873,32.404,14.5,32.74,19.524,29.492,17.2,9950,596,1480,34.17
05/31/2019 12:00,20.277,31.791,17.273,32.404,17.61,32.74,20.107,29.492,17.8,9846,600,1648,30.51
05/31/2019 13:00,20.048,31.791,16.987,32.404,17.929,32.74,18.42,29.492,18.4,9658,633,1732,30
05/31/2019 14:00,18.846,31.791,16.462,32.404,15.845,32.74,17.238,29.492,18.6,9463,709,1735,29.14
05/31/2019 15:00,18.993,31.791,16.658,32.404,13.779,32.74,17.343,29.492,19,9341,798,1647,26.19
05/31/2019 16:00,19.652,31.791,16.965,32.404,15.288,32.74,17.378,29.492,19.4,9306,873,1461,31.94
